hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
19, 0.00000, 2295.88, -5.37697, 2307.81, -125.14, 2300.21, 113.154, 12.3928, -5.52343, 12.6252, -125.437, 12.527, 113.599
20, 0.00000, 2299.46, -5.30387, 2309.19, -125.097, 2300.82, 113.164, 12.4054, -5.45989, 12.638, -125.416, 12.5317, 113.641
21, 0.00000, 2308.19, -5.11117, 2315.21, -124.932, 2306.05, 113.282, 12.4439, -5.27817, 12.6774, -125.279, 12.5622, 113.799
22, 0.00000, 2314.8, -4.95459, 2319.52, -124.836, 2313.56, 113.457, 12.497, -5.15233, 12.719, -125.154, 12.6092, 113.973
23, 0.00000, 2330.08, -4.57631, 2328.9, -124.647, 2333, 113.922, 13.1631, -4.86435, 13.356, -124.857, 13.2621, 114.418
24, 0.00000, 2327.54, -4.5848, 2333.03, -124.606, 2346.99, 114.271, 13.4896, -4.87647, 13.6615, -124.658, 13.6211, 114.607
25, 0.00000, 2336.35, -4.37122, 2339.58, -124.457, 2357.21, 114.516, 12.9721, -4.69559, 13.1226, -124.47, 13.0924, 114.847
26, 0.00000, 2335.73, -4.38569, 2339.9, -124.449, 2357.25, 114.515, 12.6592, -4.70166, 12.8082, -124.463, 12.7803, 114.84
27, 0.00000, 2334.07, -4.41635, 2339.14, -124.481, 2358.16, 114.541, 12.657, -4.73521, 12.8013, -124.467, 12.7814, 114.84
28, 0.00000, 2333.66, -4.42395, 2338.97, -124.488, 2358.36, 114.546, 12.6564, -4.74348, 12.7996, -124.467, 12.7816, 114.839
29, 0.00000, 2326.36, -4.59773, 2332.69, -124.646, 2350.6, 114.363, 12.6162, -4.90451, 12.7638, -124.634, 12.7425, 114.657
30, 0.00000, 2324.58, -4.6499, 2329.88, -124.702, 2345.02, 114.229, 12.5969, -4.95248, 12.7518, -124.729, 12.7178, 114.555
31, 0.00000, 2302.95, -5.18204, 2311.37, -125.129, 2316.89, 113.555, 12.4611, -5.42157, 12.6475, -125.261, 12.5857, 113.924
32, 0.00000, 2308.15, -5.06484, 2321.66, -124.879, 2322.18, 113.679, 4.97258, -5.24434, 5.05553, -125.054, 5.02902, 114.033
33, 0.00000, 2297.26, -5.34189, 2314.31, -125.03, 2306.72, 113.303, 3.44959, -5.45786, 3.51552, -125.296, 3.49151, 113.687
34, 0.00000, 2301.95, -5.21814, 2317.87, -124.97, 2315.38, 113.512, 3.45992, -5.36839, 3.52108, -125.173, 3.50123, 113.864
35, 0.00000, 2295.46, -5.31883, 2319.72, -124.979, 2324.87, 113.755, 3.46068, -5.45333, 3.51782, -125.04, 3.51137, 113.947
36, 0.00000, 2291.74, -5.39208, 2319.33, -124.997, 2325.3, 113.769, 3.45751, -5.50922, 3.51506, -125.032, 3.51174, 113.918
37, 0.00000, 2289.38, -5.43553, 2320.21, -124.977, 2326.26, 113.794, 3.45567, -5.53391, 3.51434, -124.998, 3.51354, 113.908
38, 0.00000, 2290.94, -5.39853, 2321.79, -124.937, 2328.12, 113.838, 3.45816, -5.49406, 3.51677, -124.956, 3.51617, 113.95
39, 0.00000, 2291.37, -5.39072, 2321.54, -124.944, 2327.96, 113.834, 3.45855, -5.49154, 3.5168, -124.964, 3.5158, 113.952
40, 0.00000, 2290.98, -5.40279, 2320.49, -124.968, 2326.44, 113.798, 3.45731, -5.50669, 3.51567, -124.996, 3.51372, 113.927
41, 0.00000, 2290.97, -5.41529, 2318.8, -124.988, 2321.28, 113.675, 3.45378, -5.51404, 3.51457, -125.069, 3.50798, 113.851
42, 0.00000, 2294.06, -5.38182, 2312.15, -125.099, 2310.61, 113.414, 7.93153, -5.52227, 8.07222, -125.279, 8.03214, 113.731
43, 0.00000, 2295.88, -5.37697, 2307.81, -125.14, 2300.21, 113.154, 12.3928, -5.52343, 12.6252, -125.437, 12.527, 113.599
44, 0.00000, 2299.46, -5.30387, 2309.19, -125.097, 2300.82, 113.164, 12.4054, -5.45989, 12.638, -125.416, 12.5317, 113.641
45, 0.00000, 2308.19, -5.11117, 2315.21, -124.932, 2306.05, 113.282, 12.4439, -5.27817, 12.6774, -125.279, 12.5622, 113.799
46, 0.00000, 2314.8, -4.95459, 2319.52, -124.836, 2313.56, 113.457, 12.497, -5.15233, 12.719, -125.154, 12.6092, 113.973
47, 0.00000, 2330.08, -4.57631, 2328.9, -124.647, 2333, 113.922, 13.1631, -4.86435, 13.356, -124.857, 13.2621, 114.418
48, 0.00000, 2327.54, -4.5848, 2333.03, -124.606, 2346.99, 114.271, 13.4896, -4.87647, 13.6615, -124.658, 13.6211, 114.607
49, 0.00000, 2336.35, -4.37122, 2339.58, -124.457, 2357.21, 114.516, 12.9721, -4.69559, 13.1226, -124.47, 13.0924, 114.847
50, 0.00000, 2335.73, -4.38569, 2339.9, -124.449, 2357.25, 114.515, 12.6592, -4.70166, 12.8082, -124.463, 12.7803, 114.84
51, 0.00000, 2334.07, -4.41635, 2339.14, -124.481, 2358.16, 114.541, 12.657, -4.73521, 12.8013, -124.467, 12.7814, 114.84
52, 0.00000, 2333.66, -4.42395, 2338.97, -124.488, 2358.36, 114.546, 12.6564, -4.74348, 12.7996, -124.467, 12.7816, 114.839
53, 0.00000, 2326.36, -4.59773, 2332.69, -124.646, 2350.6, 114.363, 12.6162, -4.90451, 12.7638, -124.634, 12.7425, 114.657
54, 0.00000, 2324.58, -4.6499, 2329.88, -124.702, 2345.02, 114.229, 12.5969, -4.95248, 12.7518, -124.729, 12.7178, 114.555
55, 0.00000, 2302.95, -5.18204, 2311.37, -125.129, 2316.89, 113.555, 12.4611, -5.42157, 12.6475, -125.261, 12.5857, 113.924
56, 0.00000, 2308.15, -5.06484, 2321.66, -124.879, 2322.18, 113.679, 4.97258, -5.24434, 5.05553, -125.054, 5.02902, 114.033
57, 0.00000, 2297.26, -5.34189, 2314.31, -125.03, 2306.72, 113.303, 3.44959, -5.45786, 3.51552, -125.296, 3.49151, 113.687
58, 0.00000, 2301.95, -5.21814, 2317.87, -124.97, 2315.38, 113.512, 3.45992, -5.36839, 3.52108, -125.173, 3.50123, 113.864
59, 0.00000, 2295.46, -5.31883, 2319.72, -124.979, 2324.87, 113.755, 3.46068, -5.45333, 3.51782, -125.04, 3.51137, 113.947
60, 0.00000, 2291.74, -5.39208, 2319.33, -124.997, 2325.3, 113.769, 3.45751, -5.50922, 3.51506, -125.032, 3.51174, 113.918
61, 0.00000, 2289.38, -5.43553, 2320.21, -124.977, 2326.26, 113.794, 3.45567, -5.53391, 3.51434, -124.998, 3.51354, 113.908
62, 0.00000, 2290.94, -5.39853, 2321.79, -124.937, 2328.12, 113.838, 3.45816, -5.49406, 3.51677, -124.956, 3.51617, 113.95
63, 0.00000, 2291.37, -5.39072, 2321.54, -124.944, 2327.96, 113.834, 3.45855, -5.49154, 3.5168, -124.964, 3.5158, 113.952
64, 0.00000, 2290.98, -5.40279, 2320.49, -124.968, 2326.44, 113.798, 3.45731, -5.50669, 3.51567, -124.996, 3.51372, 113.927
65, 0.00000, 2290.97, -5.41529, 2318.8, -124.988, 2321.28, 113.675, 3.45378, -5.51404, 3.51457, -125.069, 3.50798, 113.851
66, 0.00000, 2294.06, -5.38182, 2312.15, -125.099, 2310.61, 113.414, 7.93153, -5.52227, 8.07222, -125.279, 8.03214, 113.731
67, 0.00000, 2295.88, -5.37697, 2307.81, -125.14, 2300.21, 113.154, 12.3928, -5.52343, 12.6252, -125.437, 12.527, 113.599
68, 0.00000, 2299.46, -5.30387, 2309.19, -125.097, 2300.82, 113.164, 12.4054, -5.45989, 12.638, -125.416, 12.5317, 113.641
69, 0.00000, 2308.19, -5.11117, 2315.21, -124.932, 2306.05, 113.282, 12.4439, -5.27817, 12.6774, -125.279, 12.5622, 113.799
70, 0.00000, 2314.8, -4.95459, 2319.52, -124.836, 2313.56, 113.457, 12.497, -5.15233, 12.719, -125.154, 12.6092, 113.973
71, 0.00000, 2330.08, -4.57631, 2328.9, -124.647, 2333, 113.922, 13.1631, -4.86435, 13.356, -124.857, 13.2621, 114.418
72, 0.00000, 2327.54, -4.5848, 2333.03, -124.606, 2346.99, 114.271, 13.4896, -4.87647, 13.6615, -124.658, 13.6211, 114.607
73, 0.00000, 2336.35, -4.37122, 2339.58, -124.457, 2357.21, 114.516, 12.9721, -4.69559, 13.1226, -124.47, 13.0924, 114.847
74, 0.00000, 2335.73, -4.38569, 2339.9, -124.449, 2357.25, 114.515, 12.6592, -4.70166, 12.8082, -124.463, 12.7803, 114.84
75, 0.00000, 2334.07, -4.41635, 2339.14, -124.481, 2358.16, 114.541, 12.657, -4.73521, 12.8013, -124.467, 12.7814, 114.84
76, 0.00000, 2333.66, -4.42395, 2338.97, -124.488, 2358.36, 114.546, 12.6564, -4.74348, 12.7996, -124.467, 12.7816, 114.839
77, 0.00000, 2326.36, -4.59773, 2332.69, -124.646, 2350.6, 114.363, 12.6162, -4.90451, 12.7638, -124.634, 12.7425, 114.657
78, 0.00000, 2324.58, -4.6499, 2329.88, -124.702, 2345.02, 114.229, 12.5969, -4.95248, 12.7518, -124.729, 12.7178, 114.555
79, 0.00000, 2302.95, -5.18204, 2311.37, -125.129, 2316.89, 113.555, 12.4611, -5.42157, 12.6475, -125.261, 12.5857, 113.924
80, 0.00000, 2308.15, -5.06484, 2321.66, -124.879, 2322.18, 113.679, 4.97258, -5.24434, 5.05553, -125.054, 5.02902, 114.033
81, 0.00000, 2297.26, -5.34189, 2314.31, -125.03, 2306.72, 113.303, 3.44959, -5.45786, 3.51552, -125.296, 3.49151, 113.687
82, 0.00000, 2301.95, -5.21814, 2317.87, -124.97, 2315.38, 113.512, 3.45992, -5.36839, 3.52108, -125.173, 3.50123, 113.864
83, 0.00000, 2295.46, -5.31883, 2319.72, -124.979, 2324.87, 113.755, 3.46068, -5.45333, 3.51782, -125.04, 3.51137, 113.947
84, 0.00000, 2291.74, -5.39208, 2319.33, -124.997, 2325.3, 113.769, 3.45751, -5.50922, 3.51506, -125.032, 3.51174, 113.918
85, 0.00000, 2289.38, -5.43553, 2320.21, -124.977, 2326.26, 113.794, 3.45567, -5.53391, 3.51434, -124.998, 3.51354, 113.908
86, 0.00000, 2290.94, -5.39853, 2321.79, -124.937, 2328.12, 113.838, 3.45816, -5.49406, 3.51677, -124.956, 3.51617, 113.95
87, 0.00000, 2291.37, -5.39072, 2321.54, -124.944, 2327.96, 113.834, 3.45855, -5.49154, 3.5168, -124.964, 3.5158, 113.952
88, 0.00000, 2290.98, -5.40279, 2320.49, -124.968, 2326.44, 113.798, 3.45731, -5.50669, 3.51567, -124.996, 3.51372, 113.927
89, 0.00000, 2290.97, -5.41529, 2318.8, -124.988, 2321.28, 113.675, 3.45378, -5.51404, 3.51457, -125.069, 3.50798, 113.851
90, 0.00000, 2294.06, -5.38182, 2312.15, -125.099, 2310.61, 113.414, 7.93153, -5.52227, 8.07222, -125.279, 8.03214, 113.731
91, 0.00000, 2295.88, -5.37697, 2307.81, -125.14, 2300.21, 113.154, 12.3928, -5.52343, 12.6252, -125.437, 12.527, 113.599
92, 0.00000, 2299.46, -5.30387, 2309.19, -125.097, 2300.82, 113.164, 12.4054, -5.45989, 12.638, -125.416, 12.5317, 113.641
93, 0.00000, 2308.19, -5.11117, 2315.21, -124.932, 2306.05, 113.282, 12.4439, -5.27817, 12.6774, -125.279, 12.5622, 113.799
94, 0.00000, 2314.8, -4.95459, 2319.52, -124.836, 2313.56, 113.457, 12.497, -5.15233, 12.719, -125.154, 12.6092, 113.973
95, 0.00000, 2330.08, -4.57631, 2328.9, -124.647, 2333, 113.922, 13.1631, -4.86435, 13.356, -124.857, 13.2621, 114.418
96, 0.00000, 2327.54, -4.5848, 2333.03, -124.606, 2346.99, 114.271, 13.4896, -4.87647, 13.6615, -124.658, 13.6211, 114.607
97, 0.00000, 2336.35, -4.37122, 2339.58, -124.457, 2357.21, 114.516, 12.9721, -4.69559, 13.1226, -124.47, 13.0924, 114.847
98, 0.00000, 2335.73, -4.38569, 2339.9, -124.449, 2357.25, 114.515, 12.6592, -4.70166, 12.8082, -124.463, 12.7803, 114.84
99, 0.00000, 2334.07, -4.41635, 2339.14, -124.481, 2358.16, 114.541, 12.657, -4.73521, 12.8013, -124.467, 12.7814, 114.84
100, 0.00000, 2333.66, -4.42395, 2338.97, -124.488, 2358.36, 114.546, 12.6564, -4.74348, 12.7996, -124.467, 12.7816, 114.839
101, 0.00000, 2326.36, -4.59773, 2332.69, -124.646, 2350.6, 114.363, 12.6162, -4.90451, 12.7638, -124.634, 12.7425, 114.657
102, 0.00000, 2324.58, -4.6499, 2329.88, -124.702, 2345.02, 114.229, 12.5969, -4.95248, 12.7518, -124.729, 12.7178, 114.555
103, 0.00000, 2302.95, -5.18204, 2311.37, -125.129, 2316.89, 113.555, 12.4611, -5.42157, 12.6475, -125.261, 12.5857, 113.924
104, 0.00000, 2308.15, -5.06484, 2321.66, -124.879, 2322.18, 113.679, 4.97258, -5.24434, 5.05553, -125.054, 5.02902, 114.033
105, 0.00000, 2297.26, -5.34189, 2314.31, -125.03, 2306.72, 113.303, 3.44959, -5.45786, 3.51552, -125.296, 3.49151, 113.687
106, 0.00000, 2301.95, -5.21814, 2317.87, -124.97, 2315.38, 113.512, 3.45992, -5.36839, 3.52108, -125.173, 3.50123, 113.864
107, 0.00000, 2295.46, -5.31883, 2319.72, -124.979, 2324.87, 113.755, 3.46068, -5.45333, 3.51782, -125.04, 3.51137, 113.947
108, 0.00000, 2291.74, -5.39208, 2319.33, -124.997, 2325.3, 113.769, 3.45751, -5.50922, 3.51506, -125.032, 3.51174, 113.918
109, 0.00000, 2289.38, -5.43553, 2320.21, -124.977, 2326.26, 113.794, 3.45567, -5.53391, 3.51434, -124.998, 3.51354, 113.908
110, 0.00000, 2290.94, -5.39853, 2321.79, -124.937, 2328.12, 113.838, 3.45816, -5.49406, 3.51677, -124.956, 3.51617, 113.95
111, 0.00000, 2291.37, -5.39072, 2321.54, -124.944, 2327.96, 113.834, 3.45855, -5.49154, 3.5168, -124.964, 3.5158, 113.952
112, 0.00000, 2290.98, -5.40279, 2320.49, -124.968, 2326.44, 113.798, 3.45731, -5.50669, 3.51567, -124.996, 3.51372, 113.927
113, 0.00000, 2290.97, -5.41529, 2318.8, -124.988, 2321.28, 113.675, 3.45378, -5.51404, 3.51457, -125.069, 3.50798, 113.851
114, 0.00000, 2294.06, -5.38182, 2312.15, -125.099, 2310.61, 113.414, 7.93153, -5.52227, 8.07222, -125.279, 8.03214, 113.731
115, 0.00000, 2295.88, -5.37697, 2307.81, -125.14, 2300.21, 113.154, 12.3928, -5.52343, 12.6252, -125.437, 12.527, 113.599
116, 0.00000, 2299.46, -5.30387, 2309.19, -125.097, 2300.82, 113.164, 12.4054, -5.45989, 12.638, -125.416, 12.5317, 113.641
117, 0.00000, 2308.19, -5.11117, 2315.21, -124.932, 2306.05, 113.282, 12.4439, -5.27817, 12.6774, -125.279, 12.5622, 113.799
118, 0.00000, 2314.8, -4.95459, 2319.52, -124.836, 2313.56, 113.457, 12.497, -5.15233, 12.719, -125.154, 12.6092, 113.973
119, 0.00000, 2330.08, -4.57631, 2328.9, -124.647, 2333, 113.922, 13.1631, -4.86435, 13.356, -124.857, 13.2621, 114.418
120, 0.00000, 2327.54, -4.5848, 2333.03, -124.606, 2346.99, 114.271, 13.4896, -4.87647, 13.6615, -124.658, 13.6211, 114.607
121, 0.00000, 2336.35, -4.37122, 2339.58, -124.457, 2357.21, 114.516, 12.9721, -4.69559, 13.1226, -124.47, 13.0924, 114.847
122, 0.00000, 2335.73, -4.38569, 2339.9, -124.449, 2357.25, 114.515, 12.6592, -4.70166, 12.8082, -124.463, 12.7803, 114.84
123, 0.00000, 2334.07, -4.41635, 2339.14, -124.481, 2358.16, 114.541, 12.657, -4.73521, 12.8013, -124.467, 12.7814, 114.84
124, 0.00000, 2333.66, -4.42395, 2338.97, -124.488, 2358.36, 114.546, 12.6564, -4.74348, 12.7996, -124.467, 12.7816, 114.839
125, 0.00000, 2326.36, -4.59773, 2332.69, -124.646, 2350.6, 114.363, 12.6162, -4.90451, 12.7638, -124.634, 12.7425, 114.657
126, 0.00000, 2324.58, -4.6499, 2329.88, -124.702, 2345.02, 114.229, 12.5969, -4.95248, 12.7518, -124.729, 12.7178, 114.555
127, 0.00000, 2302.95, -5.18204, 2311.37, -125.129, 2316.89, 113.555, 12.4611, -5.42157, 12.6475, -125.261, 12.5857, 113.924
128, 0.00000, 2308.15, -5.06484, 2321.66, -124.879, 2322.18, 113.679, 4.97258, -5.24434, 5.05553, -125.054, 5.02902, 114.033
129, 0.00000, 2297.26, -5.34189, 2314.31, -125.03, 2306.72, 113.303, 3.44959, -5.45786, 3.51552, -125.296, 3.49151, 113.687
130, 0.00000, 2301.95, -5.21814, 2317.87, -124.97, 2315.38, 113.512, 3.45992, -5.36839, 3.52108, -125.173, 3.50123, 113.864
131, 0.00000, 2295.46, -5.31883, 2319.72, -124.979, 2324.87, 113.755, 3.46068, -5.45333, 3.51782, -125.04, 3.51137, 113.947
132, 0.00000, 2291.74, -5.39208, 2319.33, -124.997, 2325.3, 113.769, 3.45751, -5.50922, 3.51506, -125.032, 3.51174, 113.918
133, 0.00000, 2289.38, -5.43553, 2320.21, -124.977, 2326.26, 113.794, 3.45567, -5.53391, 3.51434, -124.998, 3.51354, 113.908
134, 0.00000, 2290.94, -5.39853, 2321.79, -124.937, 2328.12, 113.838, 3.45816, -5.49406, 3.51677, -124.956, 3.51617, 113.95
135, 0.00000, 2291.37, -5.39072, 2321.54, -124.944, 2327.96, 113.834, 3.45855, -5.49154, 3.5168, -124.964, 3.5158, 113.952
136, 0.00000, 2290.98, -5.40279, 2320.49, -124.968, 2326.44, 113.798, 3.45731, -5.50669, 3.51567, -124.996, 3.51372, 113.927
137, 0.00000, 2290.97, -5.41529, 2318.8, -124.988, 2321.28, 113.675, 3.45378, -5.51404, 3.51457, -125.069, 3.50798, 113.851
138, 0.00000, 2294.06, -5.38182, 2312.15, -125.099, 2310.61, 113.414, 7.93153, -5.52227, 8.07222, -125.279, 8.03214, 113.731
139, 0.00000, 2295.88, -5.37697, 2307.81, -125.14, 2300.21, 113.154, 12.3928, -5.52343, 12.6252, -125.437, 12.527, 113.599
140, 0.00000, 2299.46, -5.30387, 2309.19, -125.097, 2300.82, 113.164, 12.4054, -5.45989, 12.638, -125.416, 12.5317, 113.641
141, 0.00000, 2308.19, -5.11117, 2315.21, -124.932, 2306.05, 113.282, 12.4439, -5.27817, 12.6774, -125.279, 12.5622, 113.799
142, 0.00000, 2314.8, -4.95459, 2319.52, -124.836, 2313.56, 113.457, 12.497, -5.15233, 12.719, -125.154, 12.6092, 113.973
143, 0.00000, 2330.08, -4.57631, 2328.9, -124.647, 2333, 113.922, 13.1631, -4.86435, 13.356, -124.857, 13.2621, 114.418
144, 0.00000, 2327.54, -4.5848, 2333.03, -124.606, 2346.99, 114.271, 13.4896, -4.87647, 13.6615, -124.658, 13.6211, 114.607
145, 0.00000, 2336.35, -4.37122, 2339.58, -124.457, 2357.21, 114.516, 12.9721, -4.69559, 13.1226, -124.47, 13.0924, 114.847
146, 0.00000, 2335.73, -4.38569, 2339.9, -124.449, 2357.25, 114.515, 12.6592, -4.70166, 12.8082, -124.463, 12.7803, 114.84
147, 0.00000, 2334.07, -4.41635, 2339.14, -124.481, 2358.16, 114.541, 12.657, -4.73521, 12.8013, -124.467, 12.7814, 114.84
148, 0.00000, 2333.66, -4.42395, 2338.97, -124.488, 2358.36, 114.546, 12.6564, -4.74348, 12.7996, -124.467, 12.7816, 114.839
149, 0.00000, 2326.36, -4.59773, 2332.69, -124.646, 2350.6, 114.363, 12.6162, -4.90451, 12.7638, -124.634, 12.7425, 114.657
150, 0.00000, 2324.58, -4.6499, 2329.88, -124.702, 2345.02, 114.229, 12.5969, -4.95248, 12.7518, -124.729, 12.7178, 114.555
151, 0.00000, 2302.95, -5.18204, 2311.37, -125.129, 2316.89, 113.555, 12.4611, -5.42157, 12.6475, -125.261, 12.5857, 113.924
152, 0.00000, 2308.15, -5.06484, 2321.66, -124.879, 2322.18, 113.679, 4.97258, -5.24434, 5.05553, -125.054, 5.02902, 114.033
153, 0.00000, 2297.26, -5.34189, 2314.31, -125.03, 2306.72, 113.303, 3.44959, -5.45786, 3.51552, -125.296, 3.49151, 113.687
154, 0.00000, 2301.95, -5.21814, 2317.87, -124.97, 2315.38, 113.512, 3.45992, -5.36839, 3.52108, -125.173, 3.50123, 113.864
155, 0.00000, 2295.46, -5.31883, 2319.72, -124.979, 2324.87, 113.755, 3.46068, -5.45333, 3.51782, -125.04, 3.51137, 113.947
156, 0.00000, 2291.74, -5.39208, 2319.33, -124.997, 2325.3, 113.769, 3.45751, -5.50922, 3.51506, -125.032, 3.51174, 113.918
157, 0.00000, 2289.38, -5.43553, 2320.21, -124.977, 2326.26, 113.794, 3.45567, -5.53391, 3.51434, -124.998, 3.51354, 113.908
158, 0.00000, 2290.94, -5.39853, 2321.79, -124.937, 2328.12, 113.838, 3.45816, -5.49406, 3.51677, -124.956, 3.51617, 113.95
159, 0.00000, 2291.37, -5.39072, 2321.54, -124.944, 2327.96, 113.834, 3.45855, -5.49154, 3.5168, -124.964, 3.5158, 113.952
160, 0.00000, 2290.98, -5.40279, 2320.49, -124.968, 2326.44, 113.798, 3.45731, -5.50669, 3.51567, -124.996, 3.51372, 113.927
161, 0.00000, 2290.97, -5.41529, 2318.8, -124.988, 2321.28, 113.675, 3.45378, -5.51404, 3.51457, -125.069, 3.50798, 113.851
162, 0.00000, 2294.06, -5.38182, 2312.15, -125.099, 2310.61, 113.414, 7.93153, -5.52227, 8.07222, -125.279, 8.03214, 113.731
163, 0.00000, 2295.88, -5.37697, 2307.81, -125.14, 2300.21, 113.154, 12.3928, -5.52343, 12.6252, -125.437, 12.527, 113.599
164, 0.00000, 2299.46, -5.30387, 2309.19, -125.097, 2300.82, 113.164, 12.4054, -5.45989, 12.638, -125.416, 12.5317, 113.641
165, 0.00000, 2308.19, -5.11117, 2315.21, -124.932, 2306.05, 113.282, 12.4439, -5.27817, 12.6774, -125.279, 12.5622, 113.799
166, 0.00000, 2314.8, -4.95459, 2319.52, -124.836, 2313.56, 113.457, 12.497, -5.15233, 12.719, -125.154, 12.6092, 113.973
167, 0.00000, 2330.08, -4.57631, 2328.9, -124.647, 2333, 113.922, 13.1631, -4.86435, 13.356, -124.857, 13.2621, 114.418
168, 0.00000, 2327.54, -4.5848, 2333.03, -124.606, 2346.99, 114.271, 13.4896, -4.87647, 13.6615, -124.658, 13.6211, 114.607
169, 0.00000, 2336.35, -4.37122, 2339.58, -124.457, 2357.21, 114.516, 12.9721, -4.69559, 13.1226, -124.47, 13.0924, 114.847
170, 0.00000, 2335.73, -4.38569, 2339.9, -124.449, 2357.25, 114.515, 12.6592, -4.70166, 12.8082, -124.463, 12.7803, 114.84
171, 0.00000, 2334.07, -4.41635, 2339.14, -124.481, 2358.16, 114.541, 12.657, -4.73521, 12.8013, -124.467, 12.7814, 114.84
172, 0.00000, 2333.66, -4.42395, 2338.97, -124.488, 2358.36, 114.546, 12.6564, -4.74348, 12.7996, -124.467, 12.7816, 114.839
173, 0.00000, 2326.36, -4.59773, 2332.69, -124.646, 2350.6, 114.363, 12.6162, -4.90451, 12.7638, -124.634, 12.7425, 114.657
174, 0.00000, 2324.58, -4.6499, 2329.88, -124.702, 2345.02, 114.229, 12.5969, -4.95248, 12.7518, -124.729, 12.7178, 114.555
175, 0.00000, 2302.95, -5.18204, 2311.37, -125.129, 2316.89, 113.555, 12.4611, -5.42157, 12.6475, -125.261, 12.5857, 113.924
176, 0.00000, 2308.15, -5.06484, 2321.66, -124.879, 2322.18, 113.679, 4.97258, -5.24434, 5.05553, -125.054, 5.02902, 114.033
177, 0.00000, 2297.26, -5.34189, 2314.31, -125.03, 2306.72, 113.303, 3.44959, -5.45786, 3.51552, -125.296, 3.49151, 113.687
178, 0.00000, 2301.95, -5.21814, 2317.87, -124.97, 2315.38, 113.512, 3.45992, -5.36839, 3.52108, -125.173, 3.50123, 113.864
179, 0.00000, 2295.46, -5.31883, 2319.72, -124.979, 2324.87, 113.755, 3.46068, -5.45333, 3.51782, -125.04, 3.51137, 113.947
180, 0.00000, 2291.74, -5.39208, 2319.33, -124.997, 2325.3, 113.769, 3.45751, -5.50922, 3.51506, -125.032, 3.51174, 113.918
181, 0.00000, 2289.38, -5.43553, 2320.21, -124.977, 2326.26, 113.794, 3.45567, -5.53391, 3.51434, -124.998, 3.51354, 113.908
182, 0.00000, 2290.94, -5.39853, 2321.79, -124.937, 2328.12, 113.838, 3.45816, -5.49406, 3.51677, -124.956, 3.51617, 113.95
183, 0.00000, 2291.37, -5.39072, 2321.54, -124.944, 2327.96, 113.834, 3.45855, -5.49154, 3.5168, -124.964, 3.5158, 113.952
