INTERNALWTO, 805794.0625  , 453326.84375 
151_D3_41819, 805736.5     , 453324.5     
157_D3_10522_D3_4, 805675.5625  , 453109.59375 
151_D3_786, 805743.125   , 453392.125   
157_D3_66760_D3_3, 805737.6875  , 453392.125   
WTO, 805794.0625  , 453326.84375 
OH164054, 805794.0625  , 453330.84375 
157_D3_9924_D3_1, 805689.0625  , 450679.1875  
157_D3_9925_D3_1, 805690.125   , 450496.6875  
157_D3_10523_D3_1, 805735.4375  , 452755.59375 
157_D3_9897_D3_1, 806183.375   , 452920.5625  
157_D3_25303_D3_1, 805742.8125  , 451906.09375 
157_D3_25304_D3_1, 805731.75    , 451116.125   
157_D3_26020_D3_6, 805794.0625  , 453356.84375 
157_D3_26020_D3_7, 805794.0625  , 453359.28125 
150_D3_12, 805794.0625  , 453363.875   
157_D3_26021_D3_2, 805794.125   , 453370.1875  
157_D3_26022_D3_5, 805794.125   , 453372.8125  
157_D3_26022_D3_6, 805794.0625  , 453392.125   
151_D3_42214, 805780.125   , 453392.125   
157_D3_66759_D3_2, 805743.125   , 453392.125   
151_D3_42221-B, 805794.0625  , 453330.84375 
157_D3_10839_D3_4, 805794.0625  , 453337.46875 
1390_D3_24438, 805794.0625  , 453343.96875 
157_D3_26019_D3_2, 805794.0625  , 453350.03125 
157_D3_9896_D3_3, 805736.5     , 453324.5     
151_D3_42220, 805794.125   , 453370.1875  
154_D3_98, 805782.75    , 453392.125   
157_D3_26031_D3_3, 805780.125   , 453392.125   
157_D3_26024_D3_6, 805782.75    , 453392.125   
155_D3_17500, 805794.0625  , 453337.46875 
157_D3_10840_D3_2, 805794.0625  , 453343.96875 
151_D3_42219, 805794.0625  , 453359.28125 
157_D3_26018_D3_2, 805794.0625  , 453363.875   
151_D3_42600, 805794.0625  , 453350.03125 
157_D3_9898_D3_1, 806180.25    , 450513.53125 
157_D3_10377_D3_1, 806452.75    , 450516.9375  
157_D3_10378_D3_1, 806738.0625  , 450513.71875 
157_D3_10379_D3_1, 806991.625   , 450747.96875 
157_D3_9900_D3_1, 805279.3125  , 450454.25    
157_D3_10380_D3_1, 805692.625   , 449827.09375 
157_D3_10381_D3_1, 805694.1875  , 449609.6875  
157_D3_10517_D3_1, 805695.8125  , 449501.1875  
157_D3_10518_D3_1, 805693.1875  , 449367.375   
157_D3_9901_D3_1, 805914.5     , 449370.09375 
157_D3_9902_D3_1, 805695.8125  , 449135.875   
157_D3_9904_D3_1, 805648.4375  , 449137.5     
157_D3_9905_D3_1, 805378.4375  , 449142.75    
157_D3_30237_D3_1, 805648.4375  , 449142.5     
157_D3_9906_D3_1, 805699.3125  , 448653.8125  
157_D3_9907_D3_2, 805737.8125  , 453641.34375 
157_D3_10324_D3_1, 814651.0625  , 469320.9375  
157_D3_10325_D3_1, 814457.125   , 469319.125   
157_D3_10327_D3_1, 814874.5625  , 470685.875   
157_D3_25209_D3_1, 814840.9375  , 470749.78125 
157_D3_25210_D3_1, 814837.125   , 471134.6875  
157_D3_25211_D3_1, 814832.375   , 471517.71875 
157_D3_25212_D3_1, 814827.625   , 471904.78125 
157_D3_25213_D3_1, 814784.6875  , 471907.90625 
157_D3_25214_D3_1, 814408.9375  , 471908.0625  
157_D3_25215_D3_1, 814053       , 471909.03125 
157_D3_10278_D3_1, 811615.375   , 470176.96875 
157_D3_10329_D3_1, 810978.375   , 470406.0625  
157_D3_10330_D3_1, 810952.625   , 470604.1875  
157_D3_10331_D3_1, 810950.4375  , 470688.375   
157_D3_10332_D3_1, 810662.5625  , 470631.53125 
157_D3_10333_D3_1, 810480.4375  , 470629.625   
157_D3_10277_D3_1, 811470.5     , 469930.34375 
158_D3_2271_D3_1, 811285.625   , 469998.96875 
157_D3_10328_D3_1, 810894.625   , 468944.0625  
157_D3_58708_D3_6, 810894.4375  , 468946.78125 
155_D3_16309, 810894.4375  , 468946.78125 
157_D3_58709_D3_12, 810892.1875  , 469220.21875 
157_D3_10276_D3_3, 810282.5     , 469226.65625 
157_D3_10830_D3_5, 810087.5625  , 469584.15625 
157_D3_30245_D3_1, 810082.5625  , 469584.09375 
155_D3_1164, 810082.5625  , 469584.09375 
158_D3_21101_D3_1, 809744.4375  , 469579.6875  
158_D3_19773_D3_1, 809973.6875  , 469499.6875  
158_D3_19774_D3_1, 809442.3125  , 468521.5     
157_D3_10831_D3_1, 810151.5625  , 469812.28125 
157_D3_10268_D3_1, 810089.4375  , 467582.875   
157_D3_10274_D3_1, 809837       , 467714.125   
157_D3_26377_D3_2, 808908.625   , 465570.21875 
157_D3_10340_D3_1, 808735.125   , 465668.21875 
157_D3_10239_D3_1, 807192.0625  , 462654.375   
157_D3_10241_D3_4, 806722.25    , 462831.21875 
157_D3_10242_D3_2, 806696.1875  , 462838.46875 
157_D3_79200_D3_2, 806693.3125  , 462837.53125 
155_D3_23912, 806693.3125  , 462837.53125 
158_D3_37485_D3_4, 806689.625   , 462830.6875  
157_D3_10220_D3_1, 804379.8125  , 461348.125   
157_D3_10248_D3_1, 804379.1875  , 461448.59375 
157_D3_19980_D3_1, 804374       , 462296.6875  
157_D3_19981_D3_1, 804369.3125  , 463145.15625 
157_D3_10257_D3_1, 804370.6875  , 463540.9375  
157_D3_10256_D3_1, 804368.1875  , 464052.59375 
157_D3_10255_D3_1, 804367.5     , 464223.1875  
157_D3_10254_D3_1, 804367.0625  , 464337.71875 
157_D3_32589_D3_1, 804351.6875  , 464640.21875 
157_D3_32590_D3_1, 804356.6875  , 464640.21875 
155_D3_1543, 804356.6875  , 464640.21875 
158_D3_25153_D3_1, 804433.5625  , 464641.1875  
158_D3_25154_D3_1, 805134.1875  , 464643.03125 
157_D3_10219_D3_1, 804252.6875  , 461345.375   
157_D3_10222_D3_1, 804055.5625  , 461349.6875  
151_D3_619, 804055.5625  , 461349.6875  
157_D3_10223_D3_1, 803271.75    , 461339       
157_D3_10224_D3_1, 803285.8125  , 461685.8125  
157_D3_10225_D3_1, 803019.375   , 461337.625   
157_D3_10226_D3_1, 803022.8125  , 461120.125   
157_D3_10227_D3_1, 802687.25    , 461336.1875  
157_D3_10228_D3_1, 802407.1875  , 461334.6875  
157_D3_10229_D3_1, 802123.625   , 461325.21875 
157_D3_10865_D3_1, 801935.25    , 461332.75    
157_D3_24195_D3_1, 802122.1875  , 461300       
