hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
1, 0.00000, 2335.45, -3.67798, 0, 0, 1.16095, -3.68173, 1.16095, 176.318
2, 0.00000, 2334.78, -3.69265, 0, 0, 1.06207, -3.69219, 1.06207, 176.308
3, 0.00000, 2333.58, -3.71663, 0, 0, 1.04149, -3.71611, 1.04149, 176.284
4, 0.00000, 2333.28, -3.72276, 0, 0, 1.03428, -3.72262, 1.03428, 176.277
5, 0.00000, 2326.55, -3.86032, 0, 0, 1.16398, -3.85822, 1.16398, 176.142
6, 0.00000, 2324.6, -3.90042, 0, 0, 1.43472, -3.9, 1.43472, 176.1
7, 0.00000, 2303.58, -4.32978, 0, 0, 1.76172, -4.32957, 1.76172, 175.67
8, 0.00000, 2308.12, -4.24225, 0, 0, 1.59879, -4.24206, 1.59879, 175.758
9, 0.00000, 2296.94, -4.47181, 0, 0, 1.4215, -4.47163, 1.4215, 175.528
10, 0.00000, 2302.15, -4.36415, 0, 0, 1.25512, -4.36423, 1.25512, 175.636
11, 0.00000, 2297.1, -4.4666, 0, 0, 1.07857, -4.46641, 1.07857, 175.534
12, 0.00000, 2293.65, -4.53626, 0, 0, 1.08606, -4.53633, 1.08606, 175.464
13, 0.00000, 2291.24, -4.58469, 0, 0, 1.07826, -4.58846, 1.07826, 175.412
14, 0.00000, 2292.64, -4.55694, 0, 0, 1.05089, -4.55616, 1.05089, 175.444
15, 0.00000, 2293.11, -4.54743, 0, 0, 1.04151, -4.54664, 1.04151, 175.453
16, 0.00000, 2292.77, -4.55433, 0, 0, 1.12252, -4.55421, 1.12252, 175.446
17, 0.00000, 2292.3, -4.56423, 0, 0, 1.57132, -4.56441, 1.57132, 175.436
18, 0.00000, 2294.38, -4.52185, 0, 0, 2.19701, -4.51912, 2.19701, 175.481
19, 0.00000, 2294.49, -4.52059, 0, 0, 2.53494, -4.52059, 2.53494, 175.479
20, 0.00000, 2297.69, -4.45621, 0, 0, 2.47246, -4.45628, 2.47246, 175.544
21, 0.00000, 2305.41, -4.30122, 0, 0, 2.43917, -4.30133, 2.43917, 175.699
22, 0.00000, 2311.99, -4.16621, 0, 0, 2.12211, -4.16631, 2.12211, 175.834
