hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
1, 0.00000, 2353.73, -122.774, 0, 0, 14.3173, -122.774, 14.3173, 57.2256
2, 0.00000, 2354.04, -122.768, 0, 0, 13.9727, -122.768, 13.9727, 57.2322
3, 0.00000, 2353.36, -122.782, 0, 0, 13.9767, -122.782, 13.9767, 57.2185
4, 0.00000, 2353.21, -122.785, 0, 0, 13.9776, -122.785, 13.9776, 57.2153
5, 0.00000, 2348.67, -122.873, 0, 0, 14.0044, -122.872, 14.0044, 57.1279
6, 0.00000, 2346.76, -122.91, 0, 0, 14.016, -122.909, 14.016, 57.0907
7, 0.00000, 2333.78, -123.161, 0, 0, 14.094, -123.161, 14.094, 56.8393
8, 0.00000, 2343.34, -122.958, 0, 0, 5.59046, -122.962, 5.59046, 57.0376
9, 0.00000, 2338.84, -123.037, 0, 0, 3.90863, -123.037, 3.90863, 56.9625
10, 0.00000, 2341.14, -122.995, 0, 0, 3.90479, -122.995, 3.90479, 57.0047
11, 0.00000, 2341.97, -122.983, 0, 0, 3.90341, -122.983, 3.90341, 57.0167
12, 0.00000, 2341.61, -122.991, 0, 0, 3.90402, -122.991, 3.90402, 57.009
13, 0.00000, 2342.24, -122.979, 0, 0, 3.90296, -122.98, 3.90296, 57.0203
14, 0.00000, 2343.38, -122.958, 0, 0, 3.90107, -122.958, 3.90107, 57.0418
15, 0.00000, 2343.19, -122.961, 0, 0, 3.90137, -122.961, 3.90137, 57.0389
16, 0.00000, 2342.45, -122.975, 0, 0, 3.90261, -122.975, 3.90261, 57.0251
17, 0.00000, 2341.38, -122.995, 0, 0, 3.90439, -122.994, 3.90439, 57.0058
18, 0.00000, 2335.71, -123.112, 0, 0, 8.99802, -123.11, 8.99802, 56.8898
19, 0.00000, 2331.9, -123.194, 0, 0, 14.1054, -123.194, 14.1054, 56.8063
20, 0.00000, 2332.98, -123.172, 0, 0, 14.0988, -123.172, 14.0988, 56.8275
21, 0.00000, 2337.47, -123.086, 0, 0, 14.0717, -123.086, 14.0717, 56.9138
22, 0.00000, 2340.5, -123.028, 0, 0, 14.0689, -123.028, 14.0689, 56.9717
23, 0.00000, 2346.73, -122.911, 0, 0, 14.6639, -122.911, 14.6639, 57.0891
24, 0.00000, 2349.06, -122.869, 0, 0, 14.9807, -122.869, 14.9807, 57.1306
25, 0.00000, 2353.75, -122.777, 0, 0, 14.3171, -122.778, 14.3171, 57.2224
26, 0.00000, 2354.06, -122.771, 0, 0, 13.9726, -122.771, 13.9726, 57.2289
27, 0.00000, 2353.38, -122.785, 0, 0, 13.9766, -122.784, 13.9766, 57.2156
28, 0.00000, 2353.24, -122.788, 0, 0, 13.9775, -122.788, 13.9775, 57.2122
29, 0.00000, 2348.7, -122.876, 0, 0, 14.0042, -122.873, 14.0042, 57.1272
30, 0.00000, 2346.78, -122.913, 0, 0, 14.0158, -122.911, 14.0158, 57.0886
