hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
1, 0.00000, 2353.21, -122.789, 0, 0, 11.8961, -122.789, 11.8961, 57.2107
2, 0.00000, 2353.52, -122.783, 0, 0, 11.8977, -122.783, 11.8977, 57.2173
3, 0.00000, 2352.84, -122.797, 0, 0, 11.8943, -122.796, 11.8943, 57.2036
4, 0.00000, 2352.69, -122.8, 0, 0, 11.8935, -122.8, 11.8935, 57.2004
5, 0.00000, 2348.16, -122.888, 0, 0, 11.8707, -122.887, 11.8707, 57.113
6, 0.00000, 2346.24, -122.925, 0, 0, 11.8609, -122.924, 11.8609, 57.0758
7, 0.00000, 2333.27, -123.176, 0, 0, 11.7953, -123.176, 11.7953, 56.8244
8, 0.00000, 2343.02, -122.967, 0, 0, 7.23159, -122.972, 7.23159, 57.0285
9, 0.00000, 2338.57, -123.045, 0, 0, 6.29724, -123.045, 6.29724, 56.9546
10, 0.00000, 2340.86, -123.003, 0, 0, 6.30342, -123.003, 6.30342, 56.9968
11, 0.00000, 2341.69, -122.991, 0, 0, 6.30565, -122.991, 6.30565, 57.0088
12, 0.00000, 2341.33, -122.999, 0, 0, 6.30468, -122.999, 6.30468, 57.001
13, 0.00000, 2341.96, -122.987, 0, 0, 6.30638, -122.988, 6.30638, 57.0124
14, 0.00000, 2343.11, -122.966, 0, 0, 6.30944, -122.966, 6.30944, 57.0339
15, 0.00000, 2342.92, -122.969, 0, 0, 6.30895, -122.969, 6.30895, 57.031
16, 0.00000, 2342.17, -122.983, 0, 0, 6.30695, -122.983, 6.30695, 57.0172
17, 0.00000, 2341.1, -123.003, 0, 0, 6.30407, -123.002, 6.30407, 56.9979
18, 0.00000, 2335.32, -123.124, 0, 0, 9.0471, -123.122, 9.0471, 56.8784
19, 0.00000, 2331.39, -123.209, 0, 0, 11.7858, -123.209, 11.7858, 56.7914
20, 0.00000, 2332.47, -123.187, 0, 0, 11.7913, -123.187, 11.7913, 56.8126
21, 0.00000, 2336.96, -123.101, 0, 0, 11.814, -123.101, 11.814, 56.8989
22, 0.00000, 2339.99, -123.043, 0, 0, 11.8293, -123.043, 11.8293, 56.9568
23, 0.00000, 2346.21, -122.926, 0, 0, 11.8607, -122.926, 11.8607, 57.0742
24, 0.00000, 2348.55, -122.884, 0, 0, 11.8725, -122.884, 11.8725, 57.1157
25, 0.00000, 2353.23, -122.792, 0, 0, 11.8962, -122.792, 11.8962, 57.2075
26, 0.00000, 2353.54, -122.786, 0, 0, 11.8978, -122.786, 11.8978, 57.214
27, 0.00000, 2352.86, -122.8, 0, 0, 11.8944, -122.799, 11.8944, 57.2007
28, 0.00000, 2352.72, -122.803, 0, 0, 11.8936, -122.803, 11.8936, 57.1973
29, 0.00000, 2348.18, -122.891, 0, 0, 11.8709, -122.888, 11.8709, 57.1123
30, 0.00000, 2346.26, -122.928, 0, 0, 11.8611, -122.926, 11.8611, 57.0737
31, 0.00000, 2333.27, -123.176, 0, 0, 11.7953, -123.176, 11.7953, 56.8245
32, 0.00000, 2343.02, -122.967, 0, 0, 7.23159, -122.972, 7.23159, 57.0285
33, 0.00000, 2338.57, -123.045, 0, 0, 6.29724, -123.045, 6.29724, 56.9546
34, 0.00000, 2340.86, -123.003, 0, 0, 6.30342, -123.003, 6.30342, 56.9968
35, 0.00000, 2341.69, -122.991, 0, 0, 6.30565, -122.991, 6.30565, 57.0088
36, 0.00000, 2341.33, -122.999, 0, 0, 6.30468, -122.999, 6.30468, 57.001
37, 0.00000, 2341.96, -122.987, 0, 0, 6.30638, -122.988, 6.30638, 57.0124
38, 0.00000, 2343.11, -122.966, 0, 0, 6.30944, -122.966, 6.30944, 57.0339
39, 0.00000, 2342.92, -122.969, 0, 0, 6.30895, -122.969, 6.30895, 57.031
40, 0.00000, 2342.17, -122.983, 0, 0, 6.30695, -122.983, 6.30695, 57.0172
41, 0.00000, 2341.1, -123.003, 0, 0, 6.30407, -123.002, 6.30407, 56.9979
42, 0.00000, 2335.32, -123.124, 0, 0, 9.0471, -123.122, 9.0471, 56.8784
43, 0.00000, 2331.39, -123.209, 0, 0, 11.7858, -123.209, 11.7858, 56.7914
44, 0.00000, 2332.47, -123.187, 0, 0, 11.7913, -123.187, 11.7913, 56.8126
45, 0.00000, 2336.96, -123.101, 0, 0, 11.814, -123.101, 11.814, 56.8989
46, 0.00000, 2339.99, -123.043, 0, 0, 11.8293, -123.043, 11.8293, 56.9568
47, 0.00000, 2346.21, -122.926, 0, 0, 11.8607, -122.926, 11.8607, 57.0742
48, 0.00000, 2348.55, -122.884, 0, 0, 11.8725, -122.884, 11.8725, 57.1157
49, 0.00000, 2353.23, -122.792, 0, 0, 11.8962, -122.792, 11.8962, 57.2075
50, 0.00000, 2353.54, -122.786, 0, 0, 11.8978, -122.786, 11.8978, 57.214
51, 0.00000, 2352.86, -122.8, 0, 0, 11.8944, -122.799, 11.8944, 57.2007
52, 0.00000, 2352.72, -122.803, 0, 0, 11.8936, -122.803, 11.8936, 57.1973
53, 0.00000, 2348.18, -122.891, 0, 0, 11.8709, -122.888, 11.8709, 57.1123
54, 0.00000, 2346.26, -122.928, 0, 0, 11.8611, -122.926, 11.8611, 57.0737
55, 0.00000, 2333.27, -123.176, 0, 0, 11.7953, -123.176, 11.7953, 56.8245
56, 0.00000, 2343.02, -122.967, 0, 0, 7.23159, -122.972, 7.23159, 57.0285
57, 0.00000, 2338.57, -123.045, 0, 0, 6.29724, -123.045, 6.29724, 56.9546
58, 0.00000, 2340.86, -123.003, 0, 0, 6.30342, -123.003, 6.30342, 56.9968
59, 0.00000, 2341.69, -122.991, 0, 0, 6.30565, -122.991, 6.30565, 57.0088
60, 0.00000, 2341.33, -122.999, 0, 0, 6.30468, -122.999, 6.30468, 57.001
61, 0.00000, 2341.96, -122.987, 0, 0, 6.30638, -122.988, 6.30638, 57.0124
62, 0.00000, 2343.11, -122.966, 0, 0, 6.30944, -122.966, 6.30944, 57.0339
63, 0.00000, 2342.92, -122.969, 0, 0, 6.30895, -122.969, 6.30895, 57.031
64, 0.00000, 2342.17, -122.983, 0, 0, 6.30695, -122.983, 6.30695, 57.0172
65, 0.00000, 2341.1, -123.003, 0, 0, 6.30407, -123.002, 6.30407, 56.9979
66, 0.00000, 2335.32, -123.124, 0, 0, 9.0471, -123.122, 9.0471, 56.8784
67, 0.00000, 2331.39, -123.209, 0, 0, 11.7858, -123.209, 11.7858, 56.7914
68, 0.00000, 2332.47, -123.187, 0, 0, 11.7913, -123.187, 11.7913, 56.8126
69, 0.00000, 2336.96, -123.101, 0, 0, 11.814, -123.101, 11.814, 56.8989
70, 0.00000, 2339.99, -123.043, 0, 0, 11.8293, -123.043, 11.8293, 56.9568
71, 0.00000, 2346.21, -122.926, 0, 0, 11.8607, -122.926, 11.8607, 57.0742
72, 0.00000, 2348.55, -122.884, 0, 0, 11.8725, -122.884, 11.8725, 57.1157
73, 0.00000, 2353.23, -122.792, 0, 0, 11.8962, -122.792, 11.8962, 57.2075
74, 0.00000, 2353.54, -122.786, 0, 0, 11.8978, -122.786, 11.8978, 57.214
75, 0.00000, 2352.86, -122.8, 0, 0, 11.8944, -122.799, 11.8944, 57.2007
76, 0.00000, 2352.72, -122.803, 0, 0, 11.8936, -122.803, 11.8936, 57.1973
77, 0.00000, 2348.18, -122.891, 0, 0, 11.8709, -122.888, 11.8709, 57.1123
78, 0.00000, 2346.26, -122.928, 0, 0, 11.8611, -122.926, 11.8611, 57.0737
79, 0.00000, 2333.27, -123.176, 0, 0, 11.7953, -123.176, 11.7953, 56.8245
80, 0.00000, 2343.02, -122.967, 0, 0, 7.23159, -122.972, 7.23159, 57.0285
81, 0.00000, 2338.57, -123.045, 0, 0, 6.29724, -123.045, 6.29724, 56.9546
82, 0.00000, 2340.86, -123.003, 0, 0, 6.30342, -123.003, 6.30342, 56.9968
83, 0.00000, 2341.69, -122.991, 0, 0, 6.30565, -122.991, 6.30565, 57.0088
84, 0.00000, 2341.33, -122.999, 0, 0, 6.30468, -122.999, 6.30468, 57.001
85, 0.00000, 2341.96, -122.987, 0, 0, 6.30638, -122.988, 6.30638, 57.0124
86, 0.00000, 2343.11, -122.966, 0, 0, 6.30944, -122.966, 6.30944, 57.0339
87, 0.00000, 2342.92, -122.969, 0, 0, 6.30895, -122.969, 6.30895, 57.031
88, 0.00000, 2342.17, -122.983, 0, 0, 6.30695, -122.983, 6.30695, 57.0172
89, 0.00000, 2341.1, -123.003, 0, 0, 6.30407, -123.002, 6.30407, 56.9979
90, 0.00000, 2335.32, -123.124, 0, 0, 9.0471, -123.122, 9.0471, 56.8784
91, 0.00000, 2331.39, -123.209, 0, 0, 11.7858, -123.209, 11.7858, 56.7914
92, 0.00000, 2332.47, -123.187, 0, 0, 11.7913, -123.187, 11.7913, 56.8126
93, 0.00000, 2336.96, -123.101, 0, 0, 11.814, -123.101, 11.814, 56.8989
94, 0.00000, 2339.99, -123.043, 0, 0, 11.8293, -123.043, 11.8293, 56.9568
95, 0.00000, 2346.21, -122.926, 0, 0, 11.8607, -122.926, 11.8607, 57.0742
96, 0.00000, 2348.55, -122.884, 0, 0, 11.8725, -122.884, 11.8725, 57.1157
97, 0.00000, 2353.23, -122.792, 0, 0, 11.8962, -122.792, 11.8962, 57.2075
98, 0.00000, 2353.54, -122.786, 0, 0, 11.8978, -122.786, 11.8978, 57.214
99, 0.00000, 2352.86, -122.8, 0, 0, 11.8944, -122.799, 11.8944, 57.2007
100, 0.00000, 2352.72, -122.803, 0, 0, 11.8936, -122.803, 11.8936, 57.1973
101, 0.00000, 2348.18, -122.891, 0, 0, 11.8709, -122.888, 11.8709, 57.1123
102, 0.00000, 2346.26, -122.928, 0, 0, 11.8611, -122.926, 11.8611, 57.0737
103, 0.00000, 2333.27, -123.176, 0, 0, 11.7953, -123.176, 11.7953, 56.8245
104, 0.00000, 2343.02, -122.967, 0, 0, 7.23159, -122.972, 7.23159, 57.0285
105, 0.00000, 2338.57, -123.045, 0, 0, 6.29724, -123.045, 6.29724, 56.9546
106, 0.00000, 2340.86, -123.003, 0, 0, 6.30342, -123.003, 6.30342, 56.9968
107, 0.00000, 2341.69, -122.991, 0, 0, 6.30565, -122.991, 6.30565, 57.0088
108, 0.00000, 2341.33, -122.999, 0, 0, 6.30468, -122.999, 6.30468, 57.001
109, 0.00000, 2341.96, -122.987, 0, 0, 6.30638, -122.988, 6.30638, 57.0124
110, 0.00000, 2343.11, -122.966, 0, 0, 6.30944, -122.966, 6.30944, 57.0339
111, 0.00000, 2342.92, -122.969, 0, 0, 6.30895, -122.969, 6.30895, 57.031
112, 0.00000, 2342.17, -122.983, 0, 0, 6.30695, -122.983, 6.30695, 57.0172
113, 0.00000, 2341.1, -123.003, 0, 0, 6.30407, -123.002, 6.30407, 56.9979
114, 0.00000, 2335.32, -123.124, 0, 0, 9.0471, -123.122, 9.0471, 56.8784
115, 0.00000, 2331.39, -123.209, 0, 0, 11.7858, -123.209, 11.7858, 56.7914
116, 0.00000, 2332.47, -123.187, 0, 0, 11.7913, -123.187, 11.7913, 56.8126
117, 0.00000, 2336.96, -123.101, 0, 0, 11.814, -123.101, 11.814, 56.8989
118, 0.00000, 2339.99, -123.043, 0, 0, 11.8293, -123.043, 11.8293, 56.9568
119, 0.00000, 2346.21, -122.926, 0, 0, 11.8607, -122.926, 11.8607, 57.0742
120, 0.00000, 2348.55, -122.884, 0, 0, 11.8725, -122.884, 11.8725, 57.1157
121, 0.00000, 2353.23, -122.792, 0, 0, 11.8962, -122.792, 11.8962, 57.2075
122, 0.00000, 2353.54, -122.786, 0, 0, 11.8978, -122.786, 11.8978, 57.214
123, 0.00000, 2352.86, -122.8, 0, 0, 11.8944, -122.799, 11.8944, 57.2007
124, 0.00000, 2352.72, -122.803, 0, 0, 11.8936, -122.803, 11.8936, 57.1973
125, 0.00000, 2348.18, -122.891, 0, 0, 11.8709, -122.888, 11.8709, 57.1123
126, 0.00000, 2346.26, -122.928, 0, 0, 11.8611, -122.926, 11.8611, 57.0737
127, 0.00000, 2333.27, -123.176, 0, 0, 11.7953, -123.176, 11.7953, 56.8245
128, 0.00000, 2343.02, -122.967, 0, 0, 7.23159, -122.972, 7.23159, 57.0285
129, 0.00000, 2338.57, -123.045, 0, 0, 6.29724, -123.045, 6.29724, 56.9546
130, 0.00000, 2340.86, -123.003, 0, 0, 6.30342, -123.003, 6.30342, 56.9968
131, 0.00000, 2341.69, -122.991, 0, 0, 6.30565, -122.991, 6.30565, 57.0088
132, 0.00000, 2341.33, -122.999, 0, 0, 6.30468, -122.999, 6.30468, 57.001
133, 0.00000, 2341.96, -122.987, 0, 0, 6.30638, -122.988, 6.30638, 57.0124
134, 0.00000, 2343.11, -122.966, 0, 0, 6.30944, -122.966, 6.30944, 57.0339
135, 0.00000, 2342.92, -122.969, 0, 0, 6.30895, -122.969, 6.30895, 57.031
136, 0.00000, 2342.17, -122.983, 0, 0, 6.30695, -122.983, 6.30695, 57.0172
137, 0.00000, 2341.1, -123.003, 0, 0, 6.30407, -123.002, 6.30407, 56.9979
138, 0.00000, 2335.32, -123.124, 0, 0, 9.0471, -123.122, 9.0471, 56.8784
139, 0.00000, 2331.39, -123.209, 0, 0, 11.7858, -123.209, 11.7858, 56.7914
140, 0.00000, 2332.47, -123.187, 0, 0, 11.7913, -123.187, 11.7913, 56.8126
