,tot_cost,solar capacity (W),wind capacity (W),battery capacity (Wh),inverter capacity (W),grid electricity (Wh),solar_cost,wind_cost,storage_cost,inverter_cost,storage cost after replacement,inverter cost after replacement,fossil_cost,solar_OM,wind_OM,grid rates in 25 years,12 peak demands,12 peak demand charges,12 grid charges,1 year of curtailment export
0,60931177.66,4209500,1872000,0,108300,8225409516,6735200,3744000,0,45486,0,89889,47887491.71,1683800,1872000,"[0.00013000000000000002, 0.00013299, 0.00013604877, 0.00013917789171, 0.00014237898321932998, 0.00014565369983337456, 0.00014900373492954215, 0.0001524308208329216, 0.00015593672971207879, 0.0001595232744954566, 0.0001631923098088521, 0.0001669457329344557, 0.00017078548479194816, 0.00017471355094216296, 0.0001787319626138327, 0.00018284279775395083, 0.00018704818210229168, 0.00019135029029064438, 0.00019575134696732917, 0.0002002536279475777, 0.00020485946139037198, 0.0002095712290023505, 0.00021439136726940456, 0.00021932236871660086, 0.00022436678319708267]","[2071681.019, 2107949.174469882, 2120216.298, 2179638.853139345, 2261603.5828234516, 2461940.687094847, 2552197.766498531, 2613877.265, 2489906.742425275, 2302530.7938846396, 2130681.9819573537, 2027599.34170173]","[37290.258342, 37943.08514045788, 38163.893363999996, 39233.49935650821, 40708.864490822125, 44314.932367707246, 45939.55979697356, 47049.79077, 44818.32136365495, 41445.55428992351, 38352.27567523236, 36496.78815063114]","[124227.61873937461, 123406.2037592475, 124881.43226036904, 125039.06144762799, 160510.97832094313, 172863.01492405872, 196352.36750089764, 204610.63471207008, 176980.83506797446, 160305.7010953155, 130489.86393832372, 145840.96185581695]",-43248.12191
