hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
1, 0.00000, 2338.72, -123.611, 0, 0, 4.25069, -123.611, 4.25069, 56.3892
2, 0.00000, 2339.07, -123.603, 0, 0, 3.88713, -123.603, 3.88713, 56.3966
3, 0.00000, 2338.17, -123.622, 0, 0, 3.81132, -123.622, 3.81132, 56.3778
4, 0.00000, 2337.98, -123.627, 0, 0, 3.78475, -123.626, 3.78475, 56.3735
5, 0.00000, 2332.01, -123.748, 0, 0, 4.25803, -123.746, 4.25803, 56.2537
6, 0.00000, 2329.49, -123.798, 0, 0, 5.2496, -123.797, 5.2496, 56.2028
7, 0.00000, 2312.45, -124.142, 0, 0, 6.4349, -124.142, 6.4349, 55.8577
8, 0.00000, 2322.55, -123.927, 0, 0, 5.82586, -123.932, 5.82586, 56.0684
9, 0.00000, 2316.15, -124.048, 0, 0, 5.16898, -124.048, 5.16898, 55.9517
10, 0.00000, 2319.16, -123.99, 0, 0, 4.56836, -123.99, 4.56836, 56.0099
11, 0.00000, 2320.26, -123.973, 0, 0, 3.91529, -123.973, 3.91529, 56.0265
12, 0.00000, 2319.78, -123.984, 0, 0, 3.93737, -123.984, 3.93737, 56.0159
13, 0.00000, 2320.62, -123.968, 0, 0, 3.90359, -123.968, 3.90359, 56.0316
14, 0.00000, 2322.12, -123.938, 0, 0, 3.80437, -123.939, 3.80437, 56.0612
15, 0.00000, 2321.87, -123.943, 0, 0, 3.77156, -123.943, 3.77156, 56.0571
16, 0.00000, 2320.89, -123.962, 0, 0, 4.06602, -123.962, 4.06602, 56.038
17, 0.00000, 2319.48, -123.989, 0, 0, 5.69397, -123.989, 5.69397, 56.0114
18, 0.00000, 2313.5, -124.113, 0, 0, 7.98892, -124.111, 7.98892, 55.889
19, 0.00000, 2309.97, -124.188, 0, 0, 9.2325, -124.188, 9.2325, 55.8122
20, 0.00000, 2311.39, -124.159, 0, 0, 9.01191, -124.159, 9.01191, 55.8414
21, 0.00000, 2317.29, -124.04, 0, 0, 8.89773, -124.04, 8.89773, 55.96
22, 0.00000, 2321.27, -123.96, 0, 0, 7.74992, -123.96, 7.74992, 56.0396
23, 0.00000, 2329.58, -123.796, 0, 0, 6.3837, -123.796, 6.3837, 56.2038
24, 0.00000, 2332.71, -123.738, 0, 0, 5.27556, -123.738, 5.27556, 56.2623
25, 0.00000, 2338.76, -123.615, 0, 0, 4.25062, -123.615, 4.25062, 56.385
26, 0.00000, 2339.1, -123.608, 0, 0, 3.88707, -123.608, 3.88707, 56.3922
27, 0.00000, 2338.21, -123.627, 0, 0, 3.81125, -123.626, 3.81125, 56.374
28, 0.00000, 2338.02, -123.631, 0, 0, 3.78469, -123.631, 3.78469, 56.3693
29, 0.00000, 2332.05, -123.752, 0, 0, 4.25793, -123.747, 4.25793, 56.2528
30, 0.00000, 2329.53, -123.802, 0, 0, 5.24951, -123.8, 5.24951, 56.1999
31, 0.00000, 2312.45, -124.142, 0, 0, 6.4349, -124.142, 6.4349, 55.8578
32, 0.00000, 2322.55, -123.927, 0, 0, 5.82586, -123.932, 5.82586, 56.0684
33, 0.00000, 2316.15, -124.048, 0, 0, 5.16898, -124.048, 5.16898, 55.9517
34, 0.00000, 2319.16, -123.99, 0, 0, 4.56836, -123.99, 4.56836, 56.0099
35, 0.00000, 2320.26, -123.973, 0, 0, 3.91529, -123.973, 3.91529, 56.0265
36, 0.00000, 2319.78, -123.984, 0, 0, 3.93737, -123.984, 3.93737, 56.0159
37, 0.00000, 2320.62, -123.968, 0, 0, 3.90359, -123.968, 3.90359, 56.0316
38, 0.00000, 2322.12, -123.938, 0, 0, 3.80437, -123.939, 3.80437, 56.0612
39, 0.00000, 2321.87, -123.943, 0, 0, 3.77156, -123.943, 3.77156, 56.0571
40, 0.00000, 2320.89, -123.962, 0, 0, 4.06602, -123.962, 4.06602, 56.038
